cohort,interface,contingency,subject,duration,category,valence,arousal,premature,left,long,correct,delay,iti
VMU,mouse,leftshort,05pvn,2.2,positive,95.17,8.46,0,0,1,1,1.2340088,3.069
VMU,mouse,leftshort,05pvn,1.469,dogs,80,73.59,0,0,1,1,3.8181152,3.069
VMU,mouse,leftshort,05pvn,0.603,wolves,40,14.43,0,1,0,1,0.8171386,3.069
VMU,mouse,leftshort,05pvn,1.469,negative,39.69,46.97,0,0,1,1,0.5670166,2.203
VMU,mouse,leftshort,05pvn,1.797,negative,0.72,92.4,0,0,1,1,1.2010496,2.531
VMU,mouse,leftshort,05pvn,1.469,positive,91.27,57.64,0,0,1,1,0.8670654,2.531
VMU,mouse,leftshort,05pvn,2.2,dogs,80,80.2,0,0,1,1,0.3334961,1.8
VMU,mouse,leftshort,05pvn,2.2,negative,17.25,70.41,0,0,1,1,1.4836426,3.8
VMU,mouse,leftshort,05pvn,0.2,zebras,NaN,NaN,0,1,0,1,0.8337403,2.531
VMU,mouse,leftshort,05pvn,1.469,wolves,40,29.83,0,0,1,1,0.8337403,3.397
VMU,mouse,leftshort,05pvn,1.797,dogs,60,10.84,0,0,1,1,0.9172363,2.531
VMU,mouse,leftshort,05pvn,0.603,wolves,20,77.83,0,1,0,1,1.434082,2.203
VMU,mouse,leftshort,05pvn,2.2,wolves,40,28.44,0,0,1,1,0.7670898,3.069
VMU,mouse,leftshort,05pvn,1.469,negative,0.72,92.4,0,0,1,1,0.4835205,3.8
VMU,mouse,leftshort,05pvn,2.2,dogs,60,18.5,0,0,1,1,0.5169678,2.531
VMU,mouse,leftshort,05pvn,0.931,zebras,NaN,NaN,0,0,1,0,0.8186036,3.8
VMU,mouse,leftshort,05pvn,0.2,dogs,60,7.74,0,1,0,1,0.9671631,1.8
VMU,mouse,leftshort,05pvn,1.797,zebras,NaN,NaN,0,0,1,1,0.9504395,3.397
VMU,mouse,leftshort,05pvn,0.931,wolves,40,15.16,0,1,0,1,3.7337647,3.8
VMU,mouse,leftshort,05pvn,1.469,positive,86.13,7.73,0,0,1,1,0.7838135,1.8
VMU,mouse,leftshort,05pvn,1.469,zebras,NaN,NaN,0,0,1,1,0.5668946,3.069
VMU,mouse,leftshort,05pvn,0.931,dogs,80,73.59,0,1,0,1,0.7675786,2.203
VMU,mouse,leftshort,05pvn,1.797,dogs,80,88.43,0,0,1,1,1.43396,3.8
VMU,mouse,leftshort,05pvn,0.603,horses,NaN,NaN,0,1,0,1,0.8171387,3.8
VMU,mouse,leftshort,05pvn,0.931,dogs,80,69.11,0,0,1,0,1.8009037,3.069
VMU,mouse,leftshort,05pvn,1.469,dogs,60,18.5,0,0,1,1,0.6002197,3.069
VMU,mouse,leftshort,05pvn,1.469,wolves,20,79.87,0,0,1,1,1.350708,3.397
VMU,mouse,leftshort,05pvn,0.931,neutral,49.67,21.31,0,1,0,1,1.7003174,2.203
VMU,mouse,leftshort,05pvn,1.469,wolves,20,55.09,0,0,1,1,0.46691897,3.8
VMU,mouse,leftshort,05pvn,1.469,positive,94.11,6.6,0,0,1,1,0.6003418,2.531
VMU,mouse,leftshort,05pvn,1.797,negative,35.16,39.16,0,0,1,1,0.4335938,1.8
VMU,mouse,leftshort,05pvn,0.931,wolves,20,63.08,0,1,0,1,0.8005371,3.8
VMU,mouse,leftshort,05pvn,2.2,positive,97.82,5.85,0,0,1,1,0.9171143,3.8
VMU,mouse,leftshort,05pvn,2.2,neutral,50.61,21.66,0,0,1,1,0.3835449,3.8
VMU,mouse,leftshort,05pvn,0.603,negative,29.62,36.97,0,1,0,1,1.7008056,3.8
VMU,mouse,leftshort,05pvn,2.2,wolves,20,83.62,0,0,1,1,0.034424,3.397
VMU,mouse,leftshort,05pvn,0.931,dogs,60,9.94,0,0,1,0,1.3172608,2.531
VMU,mouse,leftshort,05pvn,2.2,zebras,NaN,NaN,0,0,1,1,0.4669189,3.069
VMU,mouse,leftshort,05pvn,1.797,dogs,80,73.59,0,0,1,1,3.3845216,1.8
VMU,mouse,leftshort,05pvn,0.603,neutral,50.87,20.61,0,1,0,1,0.8171387,2.531
VMU,mouse,leftshort,05pvn,1.797,zebras,NaN,NaN,0,0,1,1,0.5169678,1.8
VMU,mouse,leftshort,05pvn,0.2,wolves,40,13.94,0,1,0,1,1.7836914,2.203
VMU,mouse,leftshort,05pvn,0.931,wolves,40,11.17,0,1,0,1,0.100586,2.203
VMU,mouse,leftshort,05pvn,1.797,wolves,40,12.39,0,0,1,1,0.9171143,2.531
VMU,mouse,leftshort,05pvn,0.603,positive,94.11,6.6,0,1,0,1,0.9515382,3.397
VMU,mouse,leftshort,05pvn,1.797,negative,2.02,87.28,0,0,1,1,1.3334961,2.531
VMU,mouse,leftshort,05pvn,0.931,wolves,20,91.36,0,1,0,1,1.0004883,3.069
VMU,mouse,leftshort,05pvn,1.469,wolves,20,74.33,0,0,1,1,2.3334961,3.069
VMU,mouse,leftshort,05pvn,0.603,dogs,80,100,0,0,1,0,0.8670654,3.8
VMU,mouse,leftshort,05pvn,0.2,horses,NaN,NaN,0,1,0,1,0.7503662,3.397
VMU,mouse,leftshort,05pvn,1.469,wolves,20,77.83,0,0,1,1,0.3835449,2.531
VMU,mouse,leftshort,05pvn,1.797,wolves,20,70.58,0,0,1,1,1.350708,3.8
VMU,mouse,leftshort,05pvn,1.469,wolves,20,55.09,0,1,0,0,1.3006592,2.531
VMU,mouse,leftshort,05pvn,0.2,positive,88.8,7.66,0,1,0,1,0.7838135,3.8
VMU,mouse,leftshort,05pvn,1.469,neutral,49.67,21.31,0,0,1,1,0.6669922,3.069
VMU,mouse,leftshort,05pvn,0.603,dogs,60,11.41,0,1,0,1,0.8671875,3.069
VMU,mouse,leftshort,05pvn,1.797,dogs,80,64.55,0,0,1,1,0.4168701,3.069
VMU,mouse,leftshort,05pvn,0.931,negative,39.68,38.7,0,0,1,0,1.1339112,2.531
VMU,mouse,leftshort,05pvn,2.2,horses,NaN,NaN,0,0,1,1,0.6174315,3.8
VMU,mouse,leftshort,05pvn,0.603,positive,97.82,5.85,0,0,1,0,0.7338867,1.8
VMU,mouse,leftshort,05pvn,0.931,zebras,NaN,NaN,0,0,1,0,0.967041,3.397
VMU,mouse,leftshort,05pvn,1.797,wolves,40,13.94,0,0,1,1,1.4333496,3.397
VMU,mouse,leftshort,05pvn,1.469,wolves,20,63.08,0,0,1,1,1.4338377,2.203
VMU,mouse,leftshort,05pvn,1.469,dogs,60,17.2,0,0,1,1,1.6176754,2.203
VMU,mouse,leftshort,05pvn,1.797,wolves,20,77.02,0,0,1,1,1.1511226,2.531
VMU,mouse,leftshort,05pvn,0.2,dogs,60,37.41,0,1,0,1,0.8337403,2.531
VMU,mouse,leftshort,05pvn,1.797,neutral,5.11,18.49,0,0,1,1,0.4169922,2.203
VMU,mouse,leftshort,05pvn,1.797,positive,91.27,57.64,0,0,1,1,1.3500977,2.203
VMU,mouse,leftshort,05pvn,0.2,positive,77.76,51.2,0,1,0,1,1.8508297,3.8
VMU,mouse,leftshort,05pvn,0.2,horses,NaN,NaN,0,1,0,1,1.184082,1.8
VMU,mouse,leftshort,05pvn,0.603,dogs,60,9.94,0,1,0,1,0.6669922,3.397
VMU,mouse,leftshort,05pvn,0.603,negative,0.78,91.29,0,0,1,0,1.1838379,3.8
VMU,mouse,leftshort,05pvn,0.2,positive,71.86,59.58,0,1,0,1,1.4506836,1.8
VMU,mouse,leftshort,05pvn,2.2,negative,39.57,37.78,0,0,1,1,0.7004394,2.531
VMU,mouse,leftshort,05pvn,0.2,horses,NaN,NaN,0,1,0,1,0.8671875,3.069
VMU,mouse,leftshort,05pvn,1.797,positive,95.17,8.46,0,0,1,1,0.4833984,3.8
VMU,mouse,leftshort,05pvn,0.2,zebras,NaN,NaN,0,1,0,1,0.717041,2.531
VMU,mouse,leftshort,05pvn,2.2,negative,39.21,37.44,0,0,1,1,0.467041,2.203
VMU,mouse,leftshort,05pvn,1.797,dogs,80,69.36,0,0,1,1,0.48364259,3.397
VMU,mouse,leftshort,05pvn,1.797,wolves,40,21.68,0,0,1,1,1.7675782,3.069
VMU,mouse,leftshort,05pvn,2.2,negative,17.25,70.41,0,0,1,1,0.3835449,2.203
VMU,mouse,leftshort,05pvn,0.2,wolves,20,83.21,0,1,0,1,0.36718795,3.397
VMU,mouse,leftshort,05pvn,1.469,negative,19.14,78.34,0,0,1,1,0.3835449,2.531
VMU,mouse,leftshort,09pvn,0.603,neutral,49.07,29.34,0,1,0,1,0.8671112,3.069
VMU,mouse,leftshort,09pvn,0.603,neutral,51.96,20.87,0,1,0,1,0.9505005,3.069
VMU,mouse,leftshort,09pvn,2.2,neutral,51.3,26.21,0,0,1,1,0.550293,2.203
VMU,mouse,leftshort,09pvn,1.469,neutral,51.37,23.25,0,0,1,1,1.033875,3.397
VMU,mouse,leftshort,09pvn,0.2,neutral,49.54,10.67,0,1,0,1,1.117401,3.397
VMU,mouse,leftshort,09pvn,0.603,neutral,51.21,23.4,0,1,0,1,1.967682,2.531
VMU,mouse,leftshort,09pvn,1.469,neutral,46.39,26.09,0,0,1,1,0.6836853,2.531
VMU,mouse,leftshort,09pvn,0.931,neutral,52.91,22.26,0,1,0,1,1.033844,2.531
VMU,mouse,leftshort,09pvn,1.797,neutral,51.37,23.25,0,0,1,1,0.4668884,3.069
VMU,mouse,leftshort,09pvn,2.2,neutral,49.07,29.34,0,0,1,1,0.7335815,3.069
VMU,mouse,leftshort,09pvn,1.797,neutral,46.39,26.09,0,0,1,1,0.8170471,3.069
VMU,mouse,leftshort,09pvn,1.469,neutral,51.96,20.87,0,0,1,1,0.467041,3.8
VMU,mouse,leftshort,09pvn,1.469,negative,39.21,37.44,0,0,1,1,0.4334412,3.397
VMU,mouse,leftshort,09pvn,0.2,dogs,80,76.36,0,1,0,1,1.0005188,3.069
VMU,mouse,leftshort,09pvn,0.2,negative,2.02,87.28,0,1,0,1,1.1339112,3.397
VMU,mouse,leftshort,09pvn,2.2,neutral,49.67,21.31,0,0,1,1,0.3669434,2.531
VMU,mouse,leftshort,09pvn,1.797,wolves,20,79.87,0,0,1,1,1.2173157,3.069
VMU,mouse,leftshort,09pvn,0.931,negative,0.72,92.4,0,1,0,1,1.8676143,3.069
VMU,mouse,leftshort,09pvn,0.603,horses,NaN,NaN,0,1,0,1,1.2506408,3.397
VMU,mouse,leftshort,09pvn,0.931,dogs,80,100,0,1,0,1,1.1339111,3.8
VMU,mouse,leftshort,09pvn,0.603,wolves,20,77.02,0,1,0,1,0.7837219,3.8
VMU,mouse,leftshort,09pvn,1.469,zebras,NaN,NaN,0,0,1,1,0.8170471,2.203
VMU,mouse,leftshort,09pvn,2.2,dogs,80,88.43,0,0,1,1,0.9505005,2.203
VMU,mouse,leftshort,09pvn,2.2,zebras,NaN,NaN,0,0,1,1,0.3835144,3.8
VMU,mouse,leftshort,09pvn,1.469,positive,84.07,7.78,0,0,1,1,0.7337036,3.397
VMU,mouse,leftshort,09pvn,1.469,wolves,20,77.02,0,0,1,1,0.717041,3.397
VMU,mouse,leftshort,09pvn,1.797,zebras,NaN,NaN,0,0,1,1,0.7837219,2.203
VMU,mouse,leftshort,09pvn,0.603,negative,2.02,87.28,0,1,0,1,1.2506408,3.397
VMU,mouse,leftshort,09pvn,1.469,dogs,80,100,0,0,1,1,1.5674441,3.397
VMU,mouse,leftshort,09pvn,1.797,horses,NaN,NaN,0,0,1,1,0.7671204,3.8
VMU,mouse,leftshort,09pvn,1.469,negative,9.52,78.44,0,0,1,1,0.95047,2.203
VMU,mouse,leftshort,09pvn,1.469,dogs,80,76.36,0,0,1,1,0.7670593,3.397
VMU,mouse,leftshort,09pvn,0.603,negative,29.62,36.97,0,1,0,1,1.6008301,2.203
VMU,mouse,leftshort,09pvn,1.797,wolves,40,28.44,0,0,1,1,1.0171814,2.203
VMU,mouse,leftshort,09pvn,0.931,zebras,NaN,NaN,0,1,0,1,1.2506408,1.8
VMU,mouse,leftshort,09pvn,1.469,wolves,40,11.17,0,1,0,0,1.1504822,1.8
VMU,mouse,leftshort,09pvn,1.469,wolves,20,55.09,0,0,1,1,1.8342287,2.531
VMU,mouse,leftshort,09pvn,0.931,dogs,60,18.5,0,1,0,1,1.3006591,2.531
VMU,mouse,leftshort,09pvn,0.2,neutral,51.18,17.69,0,1,0,1,1.2506409,3.069
VMU,mouse,leftshort,09pvn,1.797,neutral,50.17,13.26,0,0,1,1,0.60028072,3.397
VMU,mouse,leftshort,09pvn,0.931,dogs,60,11,0,0,1,0,1.6006776,3.069
VMU,mouse,leftshort,09pvn,1.469,positive,94.11,6.6,0,0,1,1,0.95047,2.531
VMU,mouse,leftshort,09pvn,0.2,zebras,NaN,NaN,0,1,0,1,1.4340515,3.397
VMU,mouse,leftshort,09pvn,0.931,positive,84.07,7.78,0,1,0,1,1.2172852,2.203
VMU,mouse,leftshort,09pvn,1.469,dogs,80,73.59,0,0,1,1,0.7337036,1.8
VMU,mouse,leftshort,09pvn,2.2,positive,71.86,59.58,0,0,1,1,0.4835205,2.531
VMU,mouse,leftshort,09pvn,0.931,dogs,80,64.55,0,0,1,0,1.0338135,3.8
VMU,mouse,leftshort,09pvn,0.931,wolves,20,83.62,0,1,0,1,1.2172852,2.531
VMU,mouse,leftshort,09pvn,1.797,wolves,40,13.94,0,0,1,1,0.86706539,3.397
VMU,mouse,leftshort,09pvn,0.2,negative,35.16,39.16,0,1,0,1,1.0838623,2.531
VMU,mouse,leftshort,09pvn,0.2,negative,39.57,37.78,0,1,0,1,0.9671631,1.8
VMU,mouse,leftshort,09pvn,2.2,negative,17.25,70.41,0,0,1,1,0.550293,3.069
VMU,mouse,leftshort,09pvn,0.931,dogs,60,19.97,0,0,1,0,2.7347408,2.203
VMU,mouse,leftshort,09pvn,0.2,wolves,20,94.62,0,1,0,1,1.1339112,2.531
VMU,mouse,leftshort,09pvn,0.931,zebras,NaN,NaN,0,0,1,0,1.517456,3.069
VMU,mouse,leftshort,09pvn,0.2,dogs,80,80.2,0,1,0,1,0.9504395,2.531
VMU,mouse,leftshort,09pvn,0.931,dogs,80,69.11,0,0,1,0,0.7003784,2.203
VMU,mouse,leftshort,09pvn,1.469,wolves,20,83.21,0,0,1,1,0.9004516,2.531
VMU,mouse,leftshort,09pvn,0.931,positive,91.27,57.64,0,1,0,1,1.3339844,3.397
VMU,mouse,leftshort,09pvn,0.603,negative,35.16,39.16,0,1,0,1,0.8504028,3.069
VMU,mouse,leftshort,09pvn,0.931,wolves,20,83.21,0,1,0,1,0.9004517,3.069
VMU,mouse,leftshort,09pvn,0.2,horses,NaN,NaN,0,1,0,1,0.9506225,2.203
VMU,mouse,leftshort,09pvn,2.2,wolves,40,11.17,0,0,1,1,0.9171753,2.531
VMU,mouse,leftshort,09pvn,1.469,negative,39.68,38.7,0,0,1,1,0.5669556,3.069
VMU,mouse,leftshort,09pvn,0.2,dogs,60,10.11,0,1,0,1,1.0838623,2.531
VMU,mouse,leftshort,09pvn,0.931,dogs,80,73.59,0,0,1,0,0.6837158,3.069
VMU,mouse,leftshort,09pvn,2.2,horses,NaN,NaN,0,0,1,1,0.9505005,3.069
VMU,mouse,leftshort,09pvn,0.931,dogs,80,87.69,0,1,0,1,1.3340454,3.397
VMU,mouse,leftshort,09pvn,0.931,negative,32.22,48.06,0,1,0,1,1.1173706,3.069
VMU,mouse,leftshort,09pvn,0.603,negative,39.21,37.44,0,1,0,1,1.2172851,3.397
VMU,mouse,leftshort,09pvn,1.797,wolves,20,83.62,0,0,1,1,1.0005493,3.069
VMU,mouse,leftshort,09pvn,0.2,wolves,20,77.83,0,1,0,1,1.350708,3.397
VMU,mouse,leftshort,09pvn,0.2,positive,94.4,37.63,0,1,0,1,1.3173218,1.8
VMU,mouse,leftshort,09pvn,0.931,dogs,80,64.55,0,0,1,0,0.7837524,3.069
VMU,mouse,leftshort,09pvn,1.797,dogs,60,17.2,0,0,1,1,0.3334961,3.069
VMU,mouse,leftshort,09pvn,1.469,neutral,50.61,21.66,0,0,1,1,1.5674437,3.069
VMU,mouse,leftshort,09pvn,2.2,wolves,20,74.33,0,0,1,1,1.0004273,1.8
VMU,mouse,leftshort,09pvn,2.2,positive,94.4,37.63,0,0,1,1,0.5670166,2.203
VMU,mouse,leftshort,09pvn,0.931,positive,97.82,5.85,0,0,1,0,0.9838868,3.8
VMU,mouse,leftshort,09pvn,0.603,positive,96.55,7.99,0,1,0,1,1.5507813,1.8
VMU,mouse,leftshort,09pvn,0.931,dogs,60,7.74,0,1,0,1,1.6842046,3.069
VMU,mouse,leftshort,09pvn,1.797,wolves,40,15.89,0,0,1,1,0.467041,1.8
VMU,mouse,leftshort,09pvn,0.603,wolves,40,21.68,0,1,0,1,1.567444,3.069
VMU,mouse,leftshort,09pvn,1.469,neutral,50.25,23.78,0,0,1,1,0.9503784,3.397
VMU,mouse,leftshort,09pvn,0.931,negative,26.58,70.28,0,1,0,1,1.2173462,1.8
VMU,mouse,leftshort,09pvn,0.603,positive,86.13,7.73,0,1,0,1,0.9505004,3.8
VMU,mouse,leftshort,09pvn,0.931,dogs,80,69.36,0,1,0,1,1.0504761,1.8
VMU,mouse,leftshort,09pvn,2.2,positive,95.17,8.46,0,0,1,1,0.4669189,3.069
VMU,mouse,leftshort,09pvn,1.797,dogs,60,14.1,0,0,1,1,0.3334961,3.397
VMU,mouse,leftshort,09pvn,2.2,dogs,80,76.45,0,0,1,1,1.0004883,2.531
VMU,mouse,leftshort,09pvn,1.797,dogs,60,10.84,0,0,1,1,1.2006226,3.397
VMU,mouse,leftshort,09pvn,1.797,neutral,50.25,23.78,0,0,1,1,0.4834595,1.8
VMU,mouse,leftshort,09pvn,2.2,negative,29.62,36.97,0,0,1,1,1.0838623,3.069
VMU,mouse,leftshort,09pvn,0.603,horses,NaN,NaN,0,1,0,1,1.5174561,1.8
VMU,mouse,leftshort,09pvn,1.469,horses,NaN,NaN,0,0,1,1,1.6507568,3.397
VMU,mouse,leftshort,09pvn,0.2,dogs,80,76.45,0,1,0,1,1.4340821,3.069
VMU,mouse,leftshort,09pvn,2.2,wolves,20,77.83,0,0,1,1,0.8337403,2.203
VMU,mouse,leftshort,09pvn,1.469,zebras,NaN,NaN,0,0,1,1,0.717163,2.203
VMU,mouse,leftshort,09pvn,1.469,wolves,40,28.44,0,1,0,0,11.25574,3.8
VMU,mouse,leftshort,09pvn,2.2,neutral,49.67,21.31,0,0,1,1,0.3334351,1.8
VMU,mouse,leftshort,09pvn,1.469,dogs,60,9.94,0,0,1,1,1.200806,3.397
VMU,mouse,leftshort,09pvn,1.469,dogs,60,11.41,0,0,1,1,0.8671265,3.397
VMU,mouse,leftshort,09pvn,0.2,wolves,40,15.57,0,1,0,1,1.1839599,3.8
VMU,mouse,leftshort,09pvn,0.931,neutral,50.61,21.66,0,1,0,1,1.2506104,2.531
VMU,mouse,leftshort,09pvn,0.603,zebras,NaN,NaN,0,1,0,1,1.0839233,2.531
VMU,mouse,leftshort,09pvn,1.797,dogs,80,100,0,0,1,1,1.1672973,3.069
VMU,mouse,leftshort,09pvn,1.797,wolves,40,29.83,0,0,1,1,0.8170777,2.531
VMU,mouse,leftshort,09pvn,0.603,dogs,80,88.43,0,1,0,1,1.7342529,2.203
VMU,mouse,leftshort,09pvn,1.469,dogs,60,11.41,0,0,1,1,1.6174926,3.069
VMU,mouse,leftshort,09pvn,1.469,dogs,60,17.2,0,0,1,1,2.517944,2.531
VMU,mouse,leftshort,09pvn,0.931,zebras,NaN,NaN,0,1,0,1,1.3340454,3.069
VMU,mouse,leftshort,09pvn,1.469,positive,89.82,43.09,0,0,1,1,0.6836548,2.203
VMU,mouse,leftshort,09pvn,0.931,wolves,40,15.89,0,1,0,1,1.1672363,2.531
VMU,mouse,leftshort,09pvn,2.2,wolves,40,21.68,0,0,1,1,0.7837524,3.069
VMU,mouse,leftshort,09pvn,0.2,positive,97.82,5.85,0,1,0,1,1.217285,3.397
VMU,mouse,leftshort,09pvn,2.2,horses,NaN,NaN,0,0,1,1,0.4168701,3.8
VMU,mouse,leftshort,09pvn,1.469,wolves,40,23.96,0,0,1,1,1.117249,2.531
VMU,mouse,leftshort,09pvn,2.2,negative,35.16,39.16,0,0,1,1,1.18396,1.8
VMU,mouse,leftshort,09pvn,0.931,positive,86.13,7.73,0,1,0,1,1.300659,3.8
VMU,mouse,leftshort,09pvn,0.603,wolves,40,21.35,0,1,0,1,1.13385,3.397
VMU,mouse,leftshort,09pvn,1.797,positive,84.07,7.78,0,0,1,1,1.0004882,1.8
VMU,mouse,leftshort,09pvn,1.797,positive,94.11,6.6,0,0,1,1,1.350647,2.531
VMU,mouse,leftshort,09pvn,0.2,wolves,40,14.43,0,1,0,1,7.053589,3.069
VMU,mouse,leftshort,09pvn,0.931,neutral,50.17,13.26,0,0,1,0,1.0339966,2.203
VMU,mouse,leftshort,09pvn,0.2,neutral,51.18,17.69,0,1,0,1,1.1339112,3.069
VMU,mouse,leftshort,09pvn,0.603,dogs,60,9.94,0,1,0,1,0.9505005,2.531
VMU,mouse,leftshort,09pvn,1.469,dogs,60,37.41,0,0,1,1,0.4669189,2.203
VMU,mouse,leftshort,09pvn,0.931,wolves,20,74.33,0,0,1,0,0.9504395,3.397
VMU,mouse,leftshort,09pvn,0.931,negative,17.25,70.41,0,1,0,1,1.350586,3.8
VMU,mouse,leftshort,09pvn,0.603,dogs,60,10.84,0,1,0,1,0.7836914,3.069
VMU,mouse,leftshort,09pvn,1.797,horses,NaN,NaN,0,0,1,1,1.4674069,1.8
VMU,mouse,leftshort,09pvn,0.2,positive,81.7,66.01,0,1,0,1,1.167236,3.8
VMU,mouse,leftshort,09pvn,2.2,dogs,60,21.35,0,0,1,1,1.117188,3.397
VMU,mouse,leftshort,09pvn,0.931,wolves,20,78.57,0,0,1,0,0.8503418,2.531
VMU,mouse,leftshort,09pvn,0.931,positive,97.82,5.85,0,1,0,1,1.2171631,3.397
VMU,mouse,leftshort,09pvn,1.469,zebras,NaN,NaN,0,0,1,1,0.4334717,3.069
VMU,mouse,leftshort,09pvn,0.2,dogs,60,37.41,0,1,0,1,0.9505615,1.8
VMU,mouse,leftshort,09pvn,0.931,wolves,20,70.58,0,1,0,1,0.9837647,3.397
VMU,mouse,leftshort,09pvn,1.469,wolves,20,55.09,0,0,1,1,0.5668945,3.8
VMU,mouse,leftshort,09pvn,0.603,neutral,50.17,13.26,0,1,0,1,1.0338135,3.069
VMU,mouse,leftshort,09pvn,0.603,wolves,40,29.83,0,1,0,1,0.8670654,3.8
VMU,mouse,leftshort,09pvn,1.797,dogs,60,7.74,0,0,1,1,0.3835449,1.8
VMU,mouse,leftshort,09pvn,0.603,neutral,51.18,17.69,0,1,0,1,0.8171387,2.531
VMU,mouse,leftshort,09pvn,0.2,negative,9.52,78.44,0,1,0,1,1.1671143,3.069
VMU,mouse,leftshort,09pvn,1.797,zebras,NaN,NaN,0,0,1,1,0.4168701,2.531
VMU,mouse,leftshort,09pvn,1.469,dogs,60,10.84,0,0,1,1,1.0838623,3.069
VMU,mouse,leftshort,09pvn,1.797,zebras,NaN,NaN,0,0,1,1,0.3835449,3.397
VMU,mouse,leftshort,09pvn,1.469,positive,82.81,36.59,0,0,1,1,0.7838135,3.069
VMU,mouse,leftshort,09pvn,0.931,dogs,80,87.69,0,0,1,0,1.6508788,3.069
VMU,mouse,leftshort,09pvn,0.931,positive,89.82,43.09,0,0,1,0,1.0838623,3.8
VMU,mouse,leftshort,09pvn,1.469,dogs,60,10.11,0,0,1,1,0.4669189,3.069
VMU,mouse,leftshort,09pvn,1.797,positive,91.27,57.64,0,0,1,1,0.4168701,2.531
VMU,mouse,leftshort,09pvn,1.797,positive,94.4,37.63,0,0,1,1,0.9838867,3.069
VMU,mouse,leftshort,09pvn,1.469,positive,71.86,59.58,0,0,1,1,1.1171875,1.8
VMU,mouse,leftshort,09pvn,1.797,wolves,20,63.08,0,0,1,1,1.4174801,3.069
VMU,mouse,leftshort,09pvn,0.603,dogs,60,14.1,0,1,0,1,1.3006592,3.8
VMU,mouse,leftshort,09pvn,1.469,wolves,20,63.08,0,0,1,1,0.5168457,2.203
VMU,mouse,leftshort,09pvn,1.797,negative,0.72,92.4,0,0,1,1,1.267334,2.203
VMU,mouse,leftshort,09pvn,1.469,horses,NaN,NaN,0,0,1,1,0.8671876,3.397
VMU,mouse,leftshort,09pvn,1.469,negative,32.22,48.06,0,0,1,1,0.4168701,2.531
VMU,mouse,leftshort,09pvn,2.2,neutral,50.25,23.78,0,0,1,1,0.4168701,1.8
VMU,mouse,leftshort,09pvn,0.603,dogs,80,76.36,0,1,0,1,1.0838623,2.531
VMU,mouse,leftshort,09pvn,0.603,wolves,40,14.43,0,1,0,1,1.000488,3.397
VMU,mouse,leftshort,09pvn,0.931,dogs,60,7.74,0,1,0,1,1.1173096,1.8
VMU,mouse,leftshort,09pvn,2.2,positive,96.55,7.99,0,0,1,1,0.3502197,2.203
VMU,mouse,leftshort,09pvn,0.603,horses,NaN,NaN,0,1,0,1,0.9005127,3.8
VMU,mouse,leftshort,09pvn,2.2,horses,NaN,NaN,0,0,1,1,0.4168701,2.531
VMU,mouse,leftshort,09pvn,1.797,dogs,60,10.11,0,0,1,1,0.5168457,3.8
VMU,mouse,leftshort,09pvn,0.931,horses,NaN,NaN,0,1,0,1,1.2005616,2.203
VMU,mouse,leftshort,09pvn,1.469,positive,81.7,66.01,0,0,1,1,0.4667969,3.069
VMU,mouse,leftshort,09pvn,1.797,negative,0.72,92.4,0,0,1,1,2.534668,2.203
VMU,mouse,leftshort,09pvn,0.603,dogs,60,19.97,0,1,0,1,0.9504394,2.531
VMU,mouse,leftshort,09pvn,1.469,wolves,40,21.68,0,0,1,1,0.61694333,3.397
VMU,mouse,leftshort,09pvn,2.2,zebras,NaN,NaN,0,0,1,1,0.8171387,1.8
VMU,mouse,leftshort,09pvn,1.469,positive,96.55,7.99,0,1,0,0,2.4013669,2.531
VMU,mouse,leftshort,09pvn,1.469,negative,0.78,91.29,0,1,0,0,2.517944,2.531
VMU,mouse,leftshort,09pvn,0.603,wolves,20,55.09,0,1,0,1,0.8171387,3.069
VMU,mouse,leftshort,09pvn,0.603,wolves,20,70.58,0,1,0,1,0.7003173,3.8
VMU,mouse,leftshort,09pvn,1.469,wolves,40,12.39,0,0,1,1,0.7169189,2.203
VMU,mouse,leftshort,09pvn,1.797,dogs,80,88.43,0,0,1,1,1.2673339,2.531
VMU,mouse,leftshort,09pvn,1.797,dogs,80,73.59,0,0,1,1,1.434082,2.531
VMU,mouse,leftshort,09pvn,0.931,negative,19.14,78.34,0,1,0,1,1.384033,1.8
VMU,mouse,leftshort,09pvn,0.931,dogs,60,9.94,0,1,0,1,0.8670654,2.531
VMU,mouse,leftshort,09pvn,1.797,wolves,20,78.57,0,0,1,1,0.4168701,1.8
VMU,mouse,leftshort,09pvn,1.469,neutral,50.61,21.66,0,0,1,1,0.7337647,3.8
VMU,mouse,leftshort,09pvn,1.797,positive,82.81,36.59,0,0,1,1,1.0839844,3.397
VMU,mouse,leftshort,09pvn,2.2,positive,95.17,8.46,0,0,1,1,0.5169678,2.203
VMU,mouse,leftshort,09pvn,2.2,wolves,40,23.96,0,0,1,1,0.4669189,3.069
VMU,mouse,leftshort,09pvn,0.603,dogs,60,11.41,0,1,0,1,1.0004883,3.069
VMU,mouse,leftshort,09pvn,0.603,neutral,50.87,20.61,0,1,0,1,0.9169922,3.397
VMU,mouse,leftshort,09pvn,1.469,wolves,40,11.17,0,0,1,1,0.7337646,3.069
VMU,mouse,leftshort,09pvn,1.797,dogs,80,79.3,0,0,1,1,0.4669189,3.069
VMU,mouse,leftshort,09pvn,1.469,wolves,20,78.57,0,0,1,1,1.3840332,2.203
